"SchoolNumber" "Number" "Advanced" "Proficient" "Basic" "BelowBasic" "Mathmean" "default" "high" "low" "both"
"665" "221393512" 48 35.4 14.6 33.3 16.7 1390 "black" "black" "black" "black"
"666" "222095552" 35 37.1 51.4 5.7 5.7 1470 "black" "blue" "black" "blue"
"667" "223464872" 10 0 20 0 80 1080 "black" "black" "black" "black"
"668" "223467732" 54 0 0 1.9 98.1 980 "black" "black" "red" "red"
"669" "223469642" 31 6.5 32.3 35.5 25.8 1270 "black" "black" "black" "black"
"670" "225230202" 88 37.5 37.5 21.6 3.4 1440 "black" "black" "black" "black"
"671" "226511852" 30 13.3 43.3 26.7 16.7 1330 "black" "black" "black" "black"
"672" "229541002" 35 14.3 45.7 20 20 1330 "black" "black" "black" "black"
"673" "229544002" 77 23.4 26 27.3 23.4 1340 "black" "black" "black" "black"
"674" "229544502" 47 29.8 21.3 29.8 19.1 1350 "black" "black" "black" "black"
"675" "300020150" 17 0 0 0 100 940 "black" "black" "red" "red"
"676" "300024477" 28 0 0 3.6 96.4 1020 "black" "black" "red" "red"
"677" "300029680" 10 0 0 50 50 1150 "black" "black" "black" "black"
"678" "300029840" 24 0 8.3 0 91.7 1020 "black" "black" "red" "red"
"679" "300151900" 13 0 0 30.8 69.2 1060 "black" "black" "black" "black"
"680" "300220200" 20 0 5 15 80 1080 "black" "black" "black" "black"
"681" "300238850" 90 0 1.1 14.4 84.4 1050 "black" "black" "black" "black"
"682" "300272000" 27 3.7 3.7 22.2 70.4 1100 "black" "black" "black" "black"
"683" "300461460" 11 0 0 9.1 90.9 1020 "black" "black" "red" "red"
"684" "300468300" 11 0 0 9.1 90.9 990 "black" "black" "red" "red"
